id,type,componentId,title,category,confidence,anchor,evidence,overview,function,relationships,inspection,safety
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190751,component-label,C11,Right Sliding Door,Machine Guarding,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.2540000081062317,-0.6599999768659472,0.3310000002384186],""direction"":[-0.4360969558736991,-0.015251707597867776,0.8997704321064578],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-02-06-2-00   右推拉门 at occurrence path VMC855 C2312035-1 > VMC855A-02-06-2-00   右推拉门"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Right Sliding Door is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Right Sliding Door sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the right sliding door for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190752,component-label,C12,Tool-Magazine Cable Channel,Machine Auxiliary,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.7760000228881836,0.40500000059604635,-0.019999999552963207],""direction"":[0.8736633153179354,0.0501393701998433,0.48394054905911393],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-02-11-00   线槽小刀库 at occurrence path VMC855 C2312035-1 > VMC855A-02-11-00   线槽小刀库"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Tool-Magazine Cable Channel is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Tool-Magazine Cable Channel sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the tool-magazine cable channel for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190753,component-label,C13,Electrical Cabinet,Electrical Enclosure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.2719566822052002,0.07041060924530029,-0.12255384819582105],""direction"":[-0.8741321829603326,-0.0319495756654524,0.4846361019649706],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-05-00  电气箱装配图 at occurrence path VMC855 C2312035-1 > VMC855A-05-00  电气箱装配图"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Electrical Cabinet is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Electrical Cabinet sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the electrical cabinet for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190754,component-label,C14,Pneumatic and Lubrication Panel,Fluid Service System,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.2650000178815861,0.22399999399203807,0.01000000350177288],""direction"":[0.4929263479087569,0.4845731843015188,0.7226426811317066],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-02-16   气动润滑板 at occurrence path VMC855 C2312035-1 > VMC855A-02-16   气动润滑板"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Pneumatic and Lubrication Panel is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Pneumatic and Lubrication Panel sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the pneumatic and lubrication panel for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190755,component-label,C15,Rear Oil Tray,Fluid Containment,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.009999990463256836,0.11500000208616239,0.08799999952316284],""direction"":[-0.3040368115330517,-0.6470092720531876,0.6992428899245383],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855WT-03-05-00    光机后油盒 at occurrence path VMC855 C2312035-1 > VMC855WT-03-05-00    光机后油盒"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Rear Oil Tray is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Rear Oil Tray sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the rear oil tray for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190756,component-label,C16,Spindle-Head Cover Assembly,Machine Guarding,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.009999997913837433,1.0429999828338623,0.24761930108070374],""direction"":[0.5329443944906843,0.8457750222965453,-0.025196905370229204],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 硬轨VMC855A-04-00  机头罩装配体 at occurrence path VMC855 C2312035-1 > 硬轨VMC855A-04-00  机头罩装配体"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Spindle-Head Cover Assembly is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Spindle-Head Cover Assembly sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the spindle-head cover assembly for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190757,component-label,C17,Chip-Flush Piping,Coolant Delivery,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.009999999776482582,-0.00035064108669757843,-0.2042987197637558],""direction"":[-0.323571609604993,-0.5500261594721878,-0.7699172925411597],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node 850WT冲屑管装配体2 at occurrence path VMC855 C2312035-1 > 850WT冲屑管装配体2"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Chip-Flush Piping is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Chip-Flush Piping sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the chip-flush piping for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190758,component-label,C18,Electrical Cabinet Support,Machine Support,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,-0.03200000151991844,0.5199999809265137],""direction"":[0.48311741376165673,-0.46783286507526883,0.7400878156514358],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-05-04-00   硬轨电箱下支架 at occurrence path VMC855 C2312035-1 > VMC855A-05-04-00   硬轨电箱下支架"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Electrical Cabinet Support is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Electrical Cabinet Support sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the electrical cabinet support for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190759,component-label,C19,Oil-Cooler and Transformer Support,Machine Support,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.23350001871585846,0,-0.3920000195503218],""direction"":[0.7272552471796514,-0.5859412898175269,-0.35745294842347763],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855S-201油冷机变压器组合支架装配体1 at occurrence path VMC855 C2312035-1 > VMC855S-201油冷机变压器组合支架装配体1"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Oil-Cooler and Transformer Support is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Oil-Cooler and Transformer Support sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the oil-cooler and transformer support for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190760,component-label,C20,Upper Console Support Arm,Machine Support,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.0010000020265579224,0,-0.19499999284744263],""direction"":[0.6243469097283578,0.25225834437593914,-0.7392947071400957],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-02-08-00   操作箱上托818D at occurrence path VMC855 C2312035-1 > VMC855A-02-08-00   操作箱上托818D"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Upper Console Support Arm is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Upper Console Support Arm sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the upper console support arm for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
step:29c3b129bf9b56941eb817b159c7a39575ce181d3c664d00a798266909a17212:generated:component-label:#1190761,component-label,C21,Lower Console Support Arm,Machine Support,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.0010000020265579224,-0.0025000013411045074,0.19499999284744263],""direction"":[0.6232276136375478,0.2588215572417861,0.7379693375111085],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node VMC855A-02-09-00   操作箱下托818D at occurrence path VMC855 C2312035-1 > VMC855A-02-09-00   操作箱下托818D"",""publisher"":""Supplied VMC855 AP203 assembly and derived GLB inventory"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Lower Console Support Arm is a visible named assembly in the supplied VMC855 machine model. It provides a clear reference for learning the machine physical organization and nearby interfaces.,"Its name and placement identify a practical machine grouping, but this supplied assembly does not establish operating ratings, hidden mechanisms, or manufacturer identity.","Lower Console Support Arm sits within VMC855 Vertical Machining Center. Its shown panels, brackets, fittings, and fasteners remain associated with the assembly unless another named group is selected.","From an authorized position, examine the lower console support arm for secure panels, clear interfaces, visible damage, trapped chips or fluid, and clearance from adjacent parts. Record unusual conditions before use.","Keep clear of moving members and do not open, remove, or service this assembly during operation. Follow site isolation procedures and installed machine instructions before any intervention."
