id,type,componentId,title,category,confidence,anchor,evidence,overview,function,relationships,inspection,safety
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1152,component-label,C11,Primary Cutting Head,Cutting System,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.10159999877214432,0,-0.006350010633468628],""direction"":[-0.7071067811865475,0,0.7071067811865475],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node CUTTING HEAD:1 at occurrence path WATERJET FULL LAYOUT > WATERJET ASSY:1 > GANTRY-1:1 > CUTTING HEAD:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Primary Cutting Head is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The cutting head is the tool-end assembly that directs the waterjet toward the work; nozzle internals are not separated in this file.,It is mounted on the primary gantry beside the first abrasive hopper and above the catcher-tank work area.,"Inspect the primary cutting head for nozzle damage, abrasive buildup, leakage evidence, loose mounting, and clear travel around the work area.","Keep clear of the cutting stream, moving structure, pinch points, and the guarded work area. Apply the approved stop and energy-isolation procedure before entry, cleaning, adjustment, or service."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1153,component-label,C12,Primary Abrasive Hopper,Abrasive Delivery,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.00012354552745819092,-0.0761381983757019,0.22859999537467957],""direction"":[0.7071067811865475,-0.7071067811865476,2.0386204542429392e-16],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node ABRASIVE HOPPER:1 at occurrence path WATERJET FULL LAYOUT > WATERJET ASSY:1 > GANTRY-1:1 > ABRASIVE HOPPER:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Primary Abrasive Hopper is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The hopper stores and feeds abrasive toward its neighboring cutting head; the exact metering mechanism is not exposed here.,It is mounted with the primary cutting head so abrasive can be supplied close to the cutting position.,"Inspect the primary abrasive hopper for damage, moisture or contamination, blocked outlets, loose mounting, and secure feed connections.","Keep clear of the cutting stream, moving structure, pinch points, and the guarded work area. Apply the approved stop and energy-isolation procedure before entry, cleaning, adjustment, or service."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1163,component-label,C13,Secondary Gantry,Motion Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-1.6288361549377441,1.7435927540063858,-0.03810000419616699],""direction"":[-0.7071067811865475,4.329780281177469e-17,-0.7071067811865475],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node GANTRY-2:1 at occurrence path WATERJET FULL LAYOUT > WATERJET ASSY:1 > GANTRY-2:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Secondary Gantry is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The gantry carries its bridge-mounted cutting equipment across the working area as part of the machine's positioning structure.,"It carries the secondary bridge, cutting head, abrasive hopper, and associated bridge tubes across the cutting table.","Inspect the secondary gantry for damage, debris, loose covers or tubes, and anything that could obstruct its intended travel envelope.","Keep clear of the cutting stream, moving structure, pinch points, and the guarded work area. Apply the approved stop and energy-isolation procedure before entry, cleaning, adjustment, or service."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1157,component-label,C14,Secondary Cutting Head,Cutting System,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.1777999997138977,0,-0.006350010633468628],""direction"":[0.7071067811865475,0,0.7071067811865475],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node CUTTING HEAD:1 at occurrence path WATERJET FULL LAYOUT > WATERJET ASSY:1 > GANTRY-2:1 > CUTTING HEAD:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Secondary Cutting Head is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The cutting head is the tool-end assembly that directs the waterjet toward the work; nozzle internals are not separated in this file.,It is mounted on the secondary gantry beside the second abrasive hopper and above the catcher-tank work area.,"Inspect the secondary cutting head for nozzle damage, abrasive buildup, leakage evidence, loose mounting, and clear travel around the work area.","Keep clear of the cutting stream, moving structure, pinch points, and the guarded work area. Apply the approved stop and energy-isolation procedure before entry, cleaning, adjustment, or service."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1158,component-label,C15,Secondary Abrasive Hopper,Abrasive Delivery,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.00012354552745819092,0.0761381983757019,0.22859999537467957],""direction"":[0.7071067811865475,0.7071067811865476,-2.436048514919269e-16],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node ABRASIVE HOPPER:1 at occurrence path WATERJET FULL LAYOUT > WATERJET ASSY:1 > GANTRY-2:1 > ABRASIVE HOPPER:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Secondary Abrasive Hopper is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The hopper stores and feeds abrasive toward its neighboring cutting head; the exact metering mechanism is not exposed here.,It is mounted with the secondary cutting head so abrasive can be supplied close to the cutting position.,"Inspect the secondary abrasive hopper for damage, moisture or contamination, blocked outlets, loose mounting, and secure feed connections.","Keep clear of the cutting stream, moving structure, pinch points, and the guarded work area. Apply the approved stop and energy-isolation procedure before entry, cleaning, adjustment, or service."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1318,component-label,C16,Catcher-Tank Overflow Drain,Drainage,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.0005668997764587402,-5.754528814859482e-15,-0.011867331340909004],""direction"":[6.930271331688928e-34,-1,-2.220446049250313e-16],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node WATERJET OVERFLOW DRAIN:1 at occurrence path WATERJET FULL LAYOUT > WATERJET ASSY:1 > WATERJET OVERFLOW DRAIN:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Catcher-Tank Overflow Drain is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,This component provides a visible drainage path for liquid leaving the catcher-tank and containment area.,It connects the catcher-tank region to the separately modeled overflow pipe and the broader drain arrangement.,"Inspect the catcher-tank overflow drain for kinks, blockage, leakage, abrasion, loose supports, and a clear path to the intended drain point.","Do not clear or disconnect drainage while the machine can discharge water or abrasive. Isolate the system, control spills, and use the required protective equipment before service."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1319,component-label,C17,Catcher-Tank Overflow Pipe,Drainage,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.024129999801516533,0,0],""direction"":[-0.7071067811865475,0,-0.7071067811865475],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node WATERJET OVERFLOW-PIPE:1 at occurrence path WATERJET FULL LAYOUT > WATERJET ASSY:1 > WATERJET OVERFLOW-PIPE:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Catcher-Tank Overflow Pipe is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,This component provides a visible drainage path for liquid leaving the catcher-tank and containment area.,It follows the overflow drain at the catcher tank and leads toward the external drainage route.,"Inspect the catcher-tank overflow pipe for kinks, blockage, leakage, abrasion, loose supports, and a clear path to the intended drain point.","Do not clear or disconnect drainage while the machine can discharge water or abrasive. Isolate the system, control spills, and use the required protective equipment before service."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1372,component-label,C18,Pump 1 Housing,Pump Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,-0.38100001215934753,0.4762499928474426],""direction"":[1.1102230246251595e-16,-1,2.03776104197952e-31],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node PUMP-HOUSING:1 at occurrence path WATERJET FULL LAYOUT > PUMP:1 > PUMP-HOUSING:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Pump 1 Housing is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The housing supports and shields the pump unit while establishing its outer service boundary in the layout.,It surrounds and supports the first pump while its wet-end assembly remains separately accessible in the hierarchy.,"Inspect the pump 1 housing for damage, loose panels, corrosion, leakage evidence, and secure mounting to the floor or support frame.","High-pressure water systems can retain lethal stored energy. Stop, isolate, depressurize, verify zero pressure, and follow the approved service procedure before opening or touching pressure-side hardware."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1373,component-label,C19,Pump 1 Wet-End Assembly,Pressure Generation,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[-0.11588750034570694,0.09882187144830823,-0.20219492074102163],""direction"":[-1,1.8488927466117473e-31,3.3306690738754706e-16],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node EnduroMAX WET-END ASSY:1 at occurrence path WATERJET FULL LAYOUT > PUMP:1 > EnduroMAX WET-END ASSY:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Pump 1 Wet-End Assembly is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The wet end contains the pressure-side components that act on water and route it through the pump's high-pressure hardware.,"It sits within Pump 1 and contains the manifold, three pressure stages, sealing packages, coolant housings, and pressure plumbing.","Inspect the pump 1 wet-end assembly for leakage evidence, damaged pressure connections, corrosion, loose hardware, and abnormal alignment between repeated stages.","High-pressure water systems can retain lethal stored energy. Stop, isolate, depressurize, verify zero pressure, and follow the approved service procedure before opening or touching pressure-side hardware."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1349,component-label,C20,Pressure Manifold Assembly,High-Pressure Flow,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,0.004762500524520874,0.04431147873401642],""direction"":[-4.440892098500626e-16,-5.551115123125784e-16,1],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node Pressure Manifold Assembly #317917:1 at occurrence path WATERJET FULL LAYOUT > PUMP:1 > EnduroMAX WET-END ASSY:1 > Pressure Manifold Assembly #317917:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Pressure Manifold Assembly is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The manifold assembly collects and distributes flow between the wet-end pressure stages and attached high-pressure connections.,"It is attached to the wet end and groups the port adapters, manifold filter detail, and central pressure manifold.","Inspect the pressure manifold assembly for leakage evidence, damaged ports, loose connections, corrosion, and contamination around the filter-adapter region.","High-pressure water systems can retain lethal stored energy. Stop, isolate, depressurize, verify zero pressure, and follow the approved service procedure before opening or touching pressure-side hardware."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1371,component-label,C21,Pump 1 Pressure Plumbing,High-Pressure Flow,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0.02539999969303608,-0.09742804942652583,-0.009728200733661652],""direction"":[1,3.3306690738754696e-16,4.440892098500627e-16],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node ADO SIDE OF PUMP ASSY:1 at occurrence path WATERJET FULL LAYOUT > PUMP:1 > EnduroMAX WET-END ASSY:1 > ADO SIDE OF PUMP ASSY:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Pump 1 Pressure Plumbing is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,"The plumbing assembly routes high-pressure flow between wet-end components through grouped nipples, tees, and connector packages.","It connects the wet-end pressure components through grouped nipples, tee fittings, and connector packages.","Inspect Pump 1 pressure plumbing for leakage evidence, damaged tubing or fittings, loose supports, corrosion, and contact with surrounding parts.","High-pressure water systems can retain lethal stored energy. Stop, isolate, depressurize, verify zero pressure, and follow the approved service procedure before opening or touching pressure-side hardware."
step:d127b6060251d9b665b6942a166a3e3881ab17d4297ed76ca978738fb77a278f:generated:component-label:#1374,component-label,C22,Pump 2 Housing,Pump Structure,geometry-derived,"{""space"":""component-local"",""units"":""m"",""position"":[0,-0.38100001215934753,0.4762499928474426],""direction"":[1.1102230246251595e-16,-1,5.586468446901228e-32],""positionMethod"":""outward-local-bounds-face""}","[{""kind"":""source-cad"",""title"":""Source CAD node PUMP-HOUSING:1 at occurrence path WATERJET FULL LAYOUT > PUMP:2 > PUMP-HOUSING:1"",""publisher"":""Supplied WATERJET FULL LAYOUT STEP assembly"",""supports"":[""category"",""function"",""inspection"",""overview"",""relationships"",""safety"",""title""]}]",Pump 2 Housing is a distinct named assembly or part in the supplied waterjet layout. It is presented at a level that supports learning without separating ordinary fasteners or repeated minor hardware.,The housing supports and shields the pump unit while establishing its outer service boundary in the layout.,It surrounds and supports the second pump while the top cover and wet-end assembly remain separate in the hierarchy.,"Inspect the pump 2 housing for damage, loose panels, corrosion, leakage evidence, and secure mounting to the floor or support frame.","High-pressure water systems can retain lethal stored energy. Stop, isolate, depressurize, verify zero pressure, and follow the approved service procedure before opening or touching pressure-side hardware."
